user_id,login_hour,session_duration,ip_address,failed_attempts,day_of_week,event_type,timestamp,is_business_hours,is_night,is_weekend,short_session,long_session,high_failed_attempts,night_weekend,night_weekday,failed_night,ip_last_octet,ip_risk,true_anomaly,predicted_anomaly,final_anomaly,anomaly_score
user_9,2,112,192.168.1.132,4,4,login,2025-04-02 02:56:37.167399,0,1,0,0,0,1,0,1,4,132,0,1,0,0,0.6582139910011412
user_6,18,32,192.168.1.123,9,0,login,2025-03-26 18:36:37.103511,1,0,0,0,0,1,0,0,0,123,0,1,1,1,-0.7594016454554845
user_7,4,96,192.168.1.206,2,4,login,2025-04-04 04:16:37.142210,0,1,0,0,0,0,0,1,2,206,1,1,0,0,0.9853502929543632
user_8,1,1,192.168.1.172,3,3,login,2025-04-09 19:49:37.106529,0,1,0,1,0,1,0,1,3,172,0,1,0,0,0.3937597072166322
user_3,22,117,192.168.1.226,0,0,login,2025-03-25 22:31:37.138203,0,0,0,0,0,0,0,0,0,226,1,0,1,1,-0.45926141930089903
user_8,6,72,192.168.1.154,1,5,login,2025-03-30 06:22:37.145216,0,0,1,0,0,0,0,0,0,154,0,0,0,0,0.9252484235882843
user_7,0,41,192.168.1.162,3,4,logout,2025-04-05 00:33:37.157320,0,1,0,0,0,1,0,1,3,162,0,1,0,0,0.5642793909634614
user_5,0,81,192.168.1.254,0,1,login,2025-03-22 00:33:37.122163,0,1,0,0,0,0,0,1,0,254,1,1,1,1,-0.07568738453113331
user_2,4,56,192.168.1.199,0,6,login,2025-03-18 04:50:37.122163,0,1,1,0,0,0,1,0,0,199,0,1,0,0,0.17198019388090424
user_2,21,63,192.168.1.129,3,0,login,2025-03-20 21:09:37.150228,0,0,0,0,0,1,0,0,0,129,0,1,0,0,0.6259362634937344
user_6,16,71,192.168.1.163,9,5,login,2025-03-30 16:43:37.100499,1,0,1,0,0,1,0,0,0,163,0,1,1,1,-0.15754974341334124
user_6,8,35,192.168.1.203,3,1,login,2025-03-28 08:53:37.145216,1,0,0,0,0,1,0,0,0,203,1,1,0,0,0.6392447753619115
user_1,2,105,192.168.1.197,3,0,login,2025-03-26 02:21:37.123167,0,1,0,0,0,1,0,1,3,197,0,1,0,0,0.06859778999493629
user_1,17,75,192.168.1.204,4,6,login,2025-03-20 17:28:37.152309,1,0,1,0,0,1,0,0,0,204,1,1,0,0,0.1702356293773311
user_5,17,63,192.168.1.94,7,3,login,2025-03-28 17:46:37.103511,1,0,0,0,0,1,0,0,0,94,0,1,0,1,0.6993070016972718
user_8,2,92,192.168.1.40,1,0,login,2025-03-26 02:19:37.121150,0,1,0,0,0,0,0,1,1,40,0,1,0,0,0.13619467726161674
user_10,2,180,192.168.1.66,4,2,login,2025-04-07 21:27:37.103511,0,1,0,0,1,1,0,1,4,66,0,1,1,1,-0.2621682045311661
user_7,8,29,192.168.1.213,3,1,login,2025-03-17 08:27:37.124170,1,0,0,0,0,1,0,0,0,213,1,1,0,0,0.5831767619696488
user_9,23,97,192.168.1.94,4,5,login,2025-04-10 23:27:37.142210,0,1,1,0,0,1,1,0,4,94,0,1,1,1,0.1611860495183682
user_1,13,72,192.168.1.146,4,2,login,2025-03-13 13:22:37.177471,1,0,0,0,0,1,0,0,0,146,0,1,0,0,1.1174384117449256
user_7,14,114,192.168.1.161,0,1,login,2025-04-02 14:33:37.155315,1,0,0,0,0,0,0,0,0,161,0,0,1,1,-0.021841429032132584
user_6,6,102,192.168.1.155,1,4,login,2025-03-28 06:07:37.158322,0,0,0,0,0,0,0,0,0,155,0,0,0,0,1.0241854437772049
user_7,1,98,192.168.1.228,4,4,login,2025-04-01 01:49:37.125171,0,1,0,0,0,1,0,1,4,228,1,1,0,0,0.5240357460040674
user_1,2,107,192.168.1.170,1,3,login,2025-03-26 02:39:37.129179,0,1,0,0,0,0,0,1,1,170,0,1,0,0,0.6723844593069153
user_3,1,33,192.168.1.84,4,2,login,2025-03-14 01:10:37.134188,0,1,0,0,0,1,0,1,4,84,0,1,0,0,0.5939631892518527
user_8,17,31,192.168.1.46,2,3,logout,2025-04-03 17:01:37.140207,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0.8849732094118209
user_3,4,73,192.168.1.34,2,2,login,2025-03-29 04:37:37.116054,0,1,0,0,0,0,0,1,2,34,0,1,0,0,1.0733217536037607
user_8,4,80,192.168.1.63,0,5,login,2025-03-26 04:55:37.160326,0,1,1,0,0,0,1,0,0,63,0,1,0,0,0.3922077015627346
user_7,6,49,192.168.1.183,3,2,login,2025-04-11 06:00:37.133186,0,0,0,0,0,1,0,0,0,183,0,1,0,0,1.362492757771879
user_5,2,62,192.168.1.225,3,2,login,2025-03-31 02:15:37.159324,0,1,0,0,0,1,0,1,3,225,1,1,0,0,0.8458585066401229
user_2,2,0,192.168.1.225,2,6,login,2025-04-06 08:30:37.105527,0,1,1,1,0,0,1,0,2,225,1,1,1,1,0.07813777162385009
user_6,1,0,192.168.1.17,1,5,login,2025-03-25 01:44:37.102509,0,1,1,1,0,0,1,0,1,17,0,1,1,1,0.2029118175175924
user_9,12,84,192.168.1.105,0,0,logout,2025-03-30 12:11:37.163331,1,0,0,0,0,0,0,0,0,105,0,0,1,1,0.05841407999420529
user_6,11,84,192.168.1.155,4,1,login,2025-03-25 11:29:37.155315,1,0,0,0,0,1,0,0,0,155,0,1,0,0,0.7995530615498108
user_7,16,43,192.168.1.192,1,3,login,2025-04-11 16:15:37.127175,1,0,0,0,0,0,0,0,0,192,0,0,0,0,0.9361934240784843
user_1,18,12,192.168.1.136,1,2,logout,2025-03-21 18:36:37.172408,1,0,0,0,0,0,0,0,0,136,0,0,0,0,0.35167833790783387
user_8,9,84,192.168.1.208,4,3,login,2025-04-03 09:34:37.119062,1,0,0,0,0,1,0,0,0,208,1,1,0,0,0.805202053693768
user_1,3,92,192.168.1.208,4,1,logout,2025-04-02 03:00:37.149226,0,1,0,0,0,1,0,1,4,208,1,1,0,0,0.4873919602820501
user_2,23,65,192.168.1.71,0,5,login,2025-04-02 23:18:37.149226,0,1,1,0,0,0,1,0,0,71,0,1,1,1,0.12072099905131937
user_4,4,32,192.168.1.216,0,0,login,2025-04-10 04:33:37.142210,0,1,0,0,0,0,0,1,0,216,1,1,0,0,0.18749539497534565
user_2,16,78,192.168.1.179,2,6,login,2025-03-29 16:01:37.174412,1,0,1,0,0,0,0,0,0,179,0,0,0,0,0.4469374021031244
user_5,2,0,192.168.1.200,4,6,login,2025-04-10 19:57:37.112540,0,1,1,1,0,1,1,0,4,200,0,1,1,1,-0.19226422130722168
user_9,20,45,192.168.1.236,2,5,login,2025-04-09 20:17:37.170405,0,0,1,0,0,0,0,0,0,236,1,0,0,0,0.8666236840768139
user_5,17,88,192.168.1.82,0,6,login,2025-03-25 17:33:37.140207,1,0,1,0,0,0,0,0,0,82,0,0,1,1,0.013756183554183742
user_3,21,46,192.168.1.228,4,5,login,2025-03-14 21:29:37.163331,0,0,1,0,0,1,0,0,0,228,1,1,0,0,0.6022323177311221
user_2,16,113,192.168.1.9,0,6,login,2025-03-30 16:00:37.176469,1,0,1,0,0,0,0,0,0,9,1,0,1,1,-0.2929694516494831
user_10,17,76,192.168.1.200,3,1,login,2025-03-31 17:30:37.163331,1,0,0,0,0,1,0,0,0,200,0,1,0,0,0.8308777650709542
user_8,3,1,192.168.1.221,3,5,login,2025-04-11 23:14:37.104512,0,1,1,1,0,1,1,0,3,221,1,1,1,1,0.37692777381509374
user_4,1,19,192.168.1.239,0,4,login,2025-04-09 01:02:37.133186,0,1,0,0,0,0,0,1,0,239,1,1,0,0,0.2530111676332836
user_7,1,180,192.168.1.190,1,6,login,2025-04-11 21:16:37.113542,0,1,1,0,1,0,1,0,1,190,0,1,1,1,-0.053398215835293396
user_10,16,101,192.168.1.98,3,4,login,2025-04-11 16:47:37.175416,1,0,0,0,0,1,0,0,0,98,0,1,0,0,0.7033457434536682
user_1,15,117,192.168.1.149,0,3,login,2025-03-15 15:03:37.141208,1,0,0,0,0,0,0,0,0,149,0,0,0,0,0.11655295707509696
user_7,2,113,192.168.1.109,0,4,login,2025-03-25 02:19:37.122163,0,1,0,0,0,0,0,1,0,109,0,1,0,0,0.3357883708564371
user_9,19,118,192.168.1.28,1,6,login,2025-04-03 19:50:37.168401,0,0,1,0,0,0,0,0,0,28,0,0,1,1,-0.0005028873703407342
user_9,22,40,192.168.1.55,0,1,login,2025-03-14 22:53:37.132184,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0.18431911900079828
user_5,12,62,192.168.1.63,0,3,login,2025-03-23 12:59:37.155315,1,0,0,0,0,0,0,0,0,63,0,0,0,0,0.7025866328173961
user_4,16,102,192.168.1.65,2,5,login,2025-04-05 16:01:37.120064,1,0,1,0,0,0,0,0,0,65,0,0,0,0,0.5307400714515802
user_8,8,93,192.168.1.102,1,5,login,2025-03-26 08:02:37.118060,1,0,1,0,0,0,0,0,0,102,0,0,0,0,0.3549108742651028
user_8,6,73,192.168.1.190,3,5,login,2025-04-02 06:58:37.143212,0,0,1,0,0,1,0,0,0,190,0,1,0,0,1.0415426512342905
user_9,1,49,192.168.1.72,4,0,login,2025-04-08 01:18:37.145216,0,1,0,0,0,1,0,1,4,72,0,1,0,0,0.10226126535175938
user_8,3,98,192.168.1.114,0,3,login,2025-03-23 03:08:37.134188,0,1,0,0,0,0,0,1,0,114,0,1,0,0,0.4621695340045929
user_7,21,57,192.168.1.55,1,4,login,2025-03-21 21:01:37.167399,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0.9144164076878367
user_9,7,85,192.168.1.55,2,4,login,2025-03-28 07:43:37.161327,0,0,0,0,0,0,0,0,0,55,0,0,0,0,1.311001220692452
user_5,20,27,192.168.1.216,1,5,login,2025-04-02 20:04:37.146220,0,0,1,0,0,0,0,0,0,216,1,0,0,0,0.6117129412284934
user_9,20,58,192.168.1.95,4,0,login,2025-03-20 20:58:37.165334,0,0,0,0,0,1,0,0,0,95,0,1,0,0,0.6303612340930282
user_4,0,16,192.168.1.70,0,2,login,2025-03-14 00:52:37.120064,0,1,0,0,0,0,0,1,0,70,0,1,0,0,0.09054525946206136
user_5,14,83,192.168.1.20,0,4,login,2025-03-28 14:25:37.176469,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0.5743225603128952
user_9,2,87,192.168.1.224,0,3,login,2025-03-19 02:37:37.141208,0,1,0,0,0,0,0,1,0,224,1,1,0,0,0.34867781417546456
user_1,3,1,192.168.1.203,0,0,login,2025-03-14 03:42:37.102509,0,1,0,1,0,0,0,1,0,203,1,1,1,1,-0.23824471157650223
user_6,21,73,192.168.1.14,7,0,login,2025-03-24 21:53:37.107531,0,0,0,0,0,1,0,0,0,14,0,1,1,1,-0.13633267226657467
user_8,20,3,192.168.1.101,3,2,login,2025-03-25 20:50:37.116054,0,0,0,1,0,1,0,0,0,101,0,1,0,0,0.35914931598797056
user_8,17,70,192.168.1.110,8,1,logout,2025-03-25 17:14:37.099496,1,0,0,0,0,1,0,0,0,110,0,1,0,1,0.11751122926695709
user_9,2,1,192.168.1.83,3,6,logout,2025-03-24 11:24:37.103511,0,1,1,1,0,1,1,0,3,83,0,1,1,1,0.02362134962671465
user_7,3,0,192.168.1.152,4,2,login,2025-04-03 04:36:37.101507,0,1,0,1,0,1,0,1,4,152,0,1,0,0,0.38366308354864925
user_6,5,118,192.168.1.234,0,5,login,2025-03-24 05:41:37.119062,0,1,1,0,0,0,1,0,0,234,1,1,1,1,0.38395824417604385
user_4,1,26,192.168.1.3,3,3,login,2025-03-29 01:01:37.155315,0,1,0,0,0,1,0,1,3,3,1,1,0,0,0.6902017276989084
user_7,11,60,192.168.1.9,1,2,login,2025-03-19 11:03:37.121150,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0.8872295299285449
user_10,0,69,192.168.1.93,4,3,login,2025-03-13 00:53:37.169403,0,1,0,0,0,1,0,1,4,93,0,1,0,0,0.4865933064380857
user_8,19,113,192.168.1.243,3,6,logout,2025-03-18 19:55:37.170405,0,0,1,0,0,1,0,0,0,243,1,1,1,1,0.1644096385153271
user_4,7,44,192.168.1.122,0,4,login,2025-03-15 07:16:37.162329,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0.9069597086443418
user_9,18,4,192.168.1.91,3,6,login,2025-04-11 18:47:37.118060,1,0,1,1,0,1,0,0,0,91,0,1,1,1,-0.3773636007315284
user_5,3,17,192.168.1.220,2,6,login,2025-04-07 03:04:37.163331,0,1,1,0,0,0,1,0,2,220,1,1,1,1,0.3794734974729187
user_5,16,106,192.168.1.76,3,1,login,2025-04-02 16:40:37.124170,1,0,0,0,0,1,0,0,0,76,0,1,0,0,0.525443003187987
user_5,11,104,192.168.1.47,1,0,login,2025-03-22 11:59:37.149226,1,0,0,0,0,0,0,0,0,47,0,0,0,0,0.11010482746863649
user_1,1,180,192.168.1.60,4,2,login,2025-04-08 10:33:37.111538,0,1,0,0,1,1,0,1,4,60,0,1,1,1,-0.32110454867791405
user_2,12,79,192.168.1.241,3,5,login,2025-03-19 12:45:37.175416,1,0,1,0,0,1,0,0,0,241,1,1,0,0,0.7329939320044686
user_9,4,60,192.168.1.242,2,1,login,2025-04-09 04:45:37.133186,0,1,0,0,0,0,0,1,2,242,1,1,0,0,0.9298395546845353
user_5,3,73,192.168.1.60,2,5,login,2025-03-20 03:37:37.172408,0,1,1,0,0,0,1,0,2,60,0,1,0,0,0.7414770772438654
user_9,6,5,192.168.1.249,2,5,login,2025-04-01 06:30:37.135190,0,0,1,1,0,0,0,0,0,249,1,0,1,1,0.7159707211564191
user_10,13,24,192.168.1.207,2,4,login,2025-03-15 13:43:37.123167,1,0,0,0,0,0,0,0,0,207,1,0,0,0,0.8045326397271052
user_5,2,79,192.168.1.126,1,1,login,2025-03-22 02:39:37.154313,0,1,0,0,0,0,0,1,1,126,0,1,0,0,0.5154988449073132
user_10,3,180,192.168.1.134,3,2,login,2025-03-19 15:10:37.102509,0,1,0,0,1,1,0,1,3,134,0,1,1,1,0.05460308804363317
user_6,8,40,192.168.1.201,4,3,login,2025-04-11 08:59:37.168401,1,0,0,0,0,1,0,0,0,201,1,1,0,0,0.7617076675013255
user_8,15,71,192.168.1.221,0,5,login,2025-03-15 15:19:37.146220,1,0,1,0,0,0,0,0,0,221,1,0,0,0,0.46273231091160905
user_9,15,60,192.168.1.32,3,3,login,2025-04-01 15:06:37.159324,1,0,0,0,0,1,0,0,0,32,0,1,0,0,1.1812937577870577
user_2,3,58,192.168.1.104,3,2,login,2025-04-11 03:54:37.150228,0,1,0,0,0,1,0,1,3,104,0,1,0,0,1.007130449376896
user_3,20,100,192.168.1.76,3,3,login,2025-03-31 20:43:37.150228,0,0,0,0,0,1,0,0,0,76,0,1,0,0,1.022655435360784
user_6,17,50,192.168.1.152,4,4,login,2025-03-21 17:20:37.166336,1,0,0,0,0,1,0,0,0,152,0,1,0,0,0.8698309028635929
user_4,10,90,192.168.1.244,3,5,login,2025-03-30 10:08:37.151229,1,0,1,0,0,1,0,0,0,244,1,1,0,0,0.546101106462622
user_10,16,87,192.168.1.120,2,6,login,2025-03-13 16:26:37.123167,1,0,1,0,0,0,0,0,0,120,0,0,0,0,0.3859666638049046
user_6,22,51,192.168.1.65,0,1,logout,2025-04-04 22:00:37.153311,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0.27033142170699254
user_4,17,78,192.168.1.152,3,2,login,2025-04-05 17:48:37.124170,1,0,0,0,0,1,0,0,0,152,0,1,0,0,0.9810164250299009
user_9,15,70,192.168.1.238,3,6,login,2025-03-28 15:32:37.124170,1,0,1,0,0,1,0,0,0,238,1,1,0,0,0.40977530473730867
user_8,10,56,192.168.1.180,3,0,login,2025-03-27 10:02:37.127175,1,0,0,0,0,1,0,0,0,180,0,1,0,0,0.594624236280453
user_1,7,94,192.168.1.224,4,3,login,2025-03-28 07:05:37.137201,0,0,0,0,0,1,0,0,0,224,1,1,0,0,1.235232784027054
user_1,11,5,192.168.1.188,8,5,login,2025-03-31 11:33:37.107531,1,0,1,1,0,1,0,0,0,188,0,1,1,1,-0.33540486367851047
user_3,11,22,192.168.1.124,0,5,login,2025-04-10 11:49:37.176469,1,0,1,0,0,0,0,0,0,124,0,0,0,0,0.2347182354426563
user_9,6,18,192.168.1.252,0,0,login,2025-04-02 06:25:37.137201,0,0,0,0,0,0,0,0,0,252,1,0,0,0,0.18146133307048287
user_9,8,117,192.168.1.68,3,1,login,2025-04-01 08:35:37.128177,1,0,0,0,0,1,0,0,0,68,0,1,0,0,0.19600715537609747
user_5,3,21,192.168.1.36,0,2,logout,2025-03-24 03:59:37.119062,0,1,0,0,0,0,0,1,0,36,0,1,0,0,0.46576435252204745
user_6,22,95,192.168.1.172,4,2,logout,2025-03-18 22:31:37.120064,0,0,0,0,0,1,0,0,0,172,0,1,0,0,0.7425530573479168
user_8,2,72,192.168.1.44,4,3,login,2025-03-14 02:43:37.162329,0,1,0,0,0,1,0,1,4,44,0,1,0,0,0.791749635699813
user_3,8,81,192.168.1.154,1,6,logout,2025-04-11 08:30:37.152309,1,0,1,0,0,0,0,0,0,154,0,0,0,0,0.13993110256242236
user_5,2,66,192.168.1.228,4,4,login,2025-04-09 02:01:37.138203,0,1,0,0,0,1,0,1,4,228,1,1,0,0,0.7344496944375893
user_5,21,118,192.168.1.155,0,3,login,2025-03-20 21:30:37.152309,0,0,0,0,0,0,0,0,0,155,0,0,1,1,0.04867714090325977
