user_id,login_hour,session_duration,ip_address,failed_attempts,day_of_week,event_type,timestamp
user_1,1,58,192.168.1.250,4,2,login,2025-04-07 01:29:37.174412
user_10,0,50,192.168.1.253,4,2,login,2025-03-17 00:01:37.156316
user_2,22,91,192.168.1.129,1,6,login,2025-03-31 22:27:37.137201
user_9,0,180,192.168.1.185,0,6,login,2025-03-29 12:36:37.102509
user_4,15,57,192.168.1.253,4,6,logout,2025-03-23 15:42:37.157320
user_9,23,63,192.168.1.10,2,4,login,2025-03-26 23:55:37.134188
user_2,1,53,192.168.1.76,4,1,login,2025-03-16 01:03:37.151229
user_4,4,47,192.168.1.74,2,5,login,2025-04-06 04:21:37.147222
user_2,13,75,192.168.1.135,3,4,login,2025-03-19 13:43:37.163331
user_5,9,19,192.168.1.53,1,6,login,2025-03-24 09:31:37.140207
user_7,12,78,192.168.1.29,8,4,logout,2025-03-18 12:56:37.106529
user_7,21,107,192.168.1.122,2,5,login,2025-03-30 21:05:37.174412
user_8,12,53,192.168.1.223,3,3,login,2025-04-11 12:07:37.160326
user_7,2,106,192.168.1.15,1,6,login,2025-04-06 02:15:37.134188
user_2,9,106,192.168.1.141,0,4,login,2025-03-24 09:15:37.152309
user_8,3,119,192.168.1.79,0,6,login,2025-03-29 03:23:37.138203
user_5,10,72,192.168.1.239,1,4,login,2025-04-02 10:30:37.123167
user_4,5,86,192.168.1.242,3,0,login,2025-03-16 05:40:37.173410
user_1,12,86,192.168.1.58,4,1,login,2025-04-06 12:49:37.115049
user_4,8,34,192.168.1.176,7,3,login,2025-03-17 08:04:37.098494
user_8,13,58,192.168.1.226,1,0,login,2025-03-24 13:00:37.163331
user_5,5,68,192.168.1.41,4,4,login,2025-03-26 05:14:37.169403
user_1,2,79,192.168.1.24,2,5,login,2025-03-24 02:13:37.123167
user_9,5,56,192.168.1.154,2,1,login,2025-04-05 05:31:37.168401
user_7,3,1,192.168.1.215,1,4,login,2025-03-20 00:50:37.109534
user_2,21,108,192.168.1.16,4,5,login,2025-03-21 21:37:37.155315
user_4,15,72,192.168.1.64,4,2,login,2025-03-15 15:52:37.161327
user_3,6,106,192.168.1.29,0,6,login,2025-03-25 06:17:37.139205
user_7,19,105,192.168.1.174,8,1,login,2025-04-02 19:46:37.113542
user_5,22,116,192.168.1.47,2,4,login,2025-03-19 22:38:37.115049
user_9,17,78,192.168.1.237,2,5,login,2025-04-05 17:04:37.168401
user_10,1,6,192.168.1.74,3,0,login,2025-03-25 01:48:37.158322
user_3,20,56,192.168.1.181,1,4,login,2025-04-01 20:11:37.170405
user_7,20,17,192.168.1.4,3,5,login,2025-03-29 20:35:37.119062
user_10,14,96,192.168.1.103,3,4,login,2025-03-17 14:01:37.131183
user_10,8,31,192.168.1.127,5,1,logout,2025-03-20 08:24:37.103511
user_4,22,107,192.168.1.176,3,4,login,2025-03-25 22:00:37.145216
user_6,11,88,192.168.1.172,2,5,login,2025-03-28 11:23:37.124170
user_1,15,100,192.168.1.38,0,5,login,2025-03-27 15:32:37.151229
user_4,1,1,192.168.1.82,0,0,login,2025-04-09 04:36:37.098494
user_6,3,72,192.168.1.205,3,3,login,2025-03-15 03:09:37.170405
user_5,7,42,192.168.1.194,4,6,logout,2025-03-14 07:45:37.125171
user_8,8,109,192.168.1.113,1,2,login,2025-03-19 08:13:37.143212
user_4,23,93,192.168.1.18,0,0,login,2025-03-20 23:59:37.133186
user_3,12,37,192.168.1.11,4,3,login,2025-04-03 12:59:37.168401
user_3,6,11,192.168.1.230,2,5,login,2025-03-29 06:50:37.148224
user_5,11,15,192.168.1.139,1,0,login,2025-03-29 11:33:37.136199
user_6,18,12,192.168.1.134,3,2,login,2025-04-06 18:18:37.156316
user_10,17,71,192.168.1.65,0,2,logout,2025-03-17 17:17:37.172408
user_4,8,10,192.168.1.137,4,5,login,2025-03-31 08:12:37.140207
user_1,21,2,192.168.1.188,1,3,login,2025-03-28 21:25:37.147222
user_2,4,34,192.168.1.169,3,3,login,2025-04-10 04:46:37.130181
user_1,20,14,192.168.1.51,4,2,logout,2025-04-05 20:27:37.133186
user_4,2,117,192.168.1.137,3,6,login,2025-03-13 02:49:37.174412
user_5,17,112,192.168.1.210,0,6,login,2025-04-03 17:22:37.163331
user_9,5,97,192.168.1.192,0,4,login,2025-03-25 05:14:37.152309
user_9,7,16,192.168.1.250,2,0,login,2025-04-09 07:31:37.175416
user_10,2,6,192.168.1.164,2,6,login,2025-03-20 02:53:37.155315
user_10,1,66,192.168.1.235,1,3,login,2025-03-29 01:46:37.158322
user_5,7,90,192.168.1.58,3,5,login,2025-03-22 07:40:37.157320
user_9,10,38,192.168.1.113,3,1,logout,2025-03-27 10:28:37.128177
user_4,3,114,192.168.1.88,1,4,logout,2025-03-18 03:34:37.168401
user_5,20,40,192.168.1.97,9,3,login,2025-04-01 20:07:37.113542
user_6,0,1,192.168.1.174,0,6,login,2025-03-20 06:51:37.108533
user_6,0,34,192.168.1.214,3,2,login,2025-03-25 00:06:37.141208
user_5,11,50,192.168.1.171,1,4,login,2025-03-19 11:47:37.128177
user_3,20,10,192.168.1.149,1,3,login,2025-04-02 20:06:37.135190
user_3,6,41,192.168.1.128,3,4,login,2025-03-16 06:18:37.132184
user_4,6,75,192.168.1.58,3,5,login,2025-04-03 06:18:37.164333
user_7,12,50,192.168.1.111,0,0,login,2025-03-22 12:36:37.116054
user_8,1,38,192.168.1.1,4,4,login,2025-03-28 01:52:37.141208
user_10,20,29,192.168.1.165,3,4,login,2025-03-21 20:21:37.117058
user_10,1,1,192.168.1.13,1,5,login,2025-03-15 02:59:37.101507
user_9,4,55,192.168.1.87,1,1,login,2025-03-27 04:34:37.122163
user_6,1,1,192.168.1.220,1,0,login,2025-04-04 06:35:37.103511
user_10,23,2,192.168.1.84,7,4,login,2025-04-03 23:42:37.097491
user_3,3,29,192.168.1.50,2,3,login,2025-03-19 03:46:37.138203
user_2,9,75,192.168.1.237,0,5,login,2025-03-15 09:26:37.119062
user_3,7,35,192.168.1.244,3,4,login,2025-03-29 07:32:37.172408
user_1,13,63,192.168.1.154,0,3,login,2025-04-06 13:47:37.148224
user_1,6,47,192.168.1.5,0,0,login,2025-04-03 06:32:37.125171
user_9,7,10,192.168.1.55,2,4,login,2025-03-23 07:14:37.176469
user_1,17,3,192.168.1.37,8,0,login,2025-03-15 17:07:37.105527
user_3,2,1,192.168.1.39,3,1,login,2025-03-18 09:07:37.113542
user_2,22,40,192.168.1.180,4,1,login,2025-03-21 22:16:37.117058
user_4,12,14,192.168.1.29,0,1,login,2025-03-30 12:17:37.166336
user_6,5,106,192.168.1.2,4,5,logout,2025-04-03 05:37:37.127175
user_10,14,8,192.168.1.197,1,3,login,2025-03-15 14:01:37.139205
user_1,7,98,192.168.1.130,2,5,login,2025-03-30 07:56:37.129179
user_5,15,35,192.168.1.109,1,3,login,2025-04-01 15:44:37.138203
user_10,2,27,192.168.1.106,1,0,login,2025-03-29 02:57:37.168401
user_6,0,0,192.168.1.224,0,6,logout,2025-04-04 09:33:37.099496
user_10,21,44,192.168.1.131,4,1,logout,2025-03-19 21:19:37.147222
user_5,7,91,192.168.1.134,2,3,login,2025-04-08 07:02:37.144214
user_5,3,1,192.168.1.48,3,2,login,2025-04-02 12:21:37.103511
user_7,23,30,192.168.1.21,0,0,login,2025-04-08 23:59:37.117058
user_8,11,112,192.168.1.166,1,5,login,2025-03-15 11:40:37.146220
user_5,10,5,192.168.1.14,0,4,login,2025-03-21 10:09:37.135190
user_8,7,7,192.168.1.30,4,2,login,2025-03-26 07:01:37.117058
user_1,3,98,192.168.1.134,0,5,login,2025-03-27 03:19:37.149226
user_7,2,27,192.168.1.4,2,0,login,2025-04-11 02:00:37.136199
user_2,5,46,192.168.1.187,4,5,login,2025-04-11 05:54:37.170405
user_10,1,34,192.168.1.230,2,3,login,2025-03-17 01:07:37.167399
user_5,18,94,192.168.1.214,3,0,login,2025-03-23 18:29:37.126173
user_4,1,117,192.168.1.179,1,2,login,2025-03-24 01:22:37.175416
user_7,3,73,192.168.1.240,0,4,login,2025-04-07 03:12:37.167399
user_10,11,16,192.168.1.222,2,6,login,2025-04-07 11:37:37.130181
user_9,14,98,192.168.1.199,2,5,login,2025-03-14 14:23:37.138203
user_9,20,7,192.168.1.70,4,3,login,2025-03-28 20:37:37.124170
user_9,22,113,192.168.1.244,4,0,logout,2025-04-01 22:04:37.128177
user_7,13,97,192.168.1.181,1,2,login,2025-04-05 13:09:37.117058
user_10,13,100,192.168.1.241,1,1,logout,2025-03-18 13:56:37.174412
user_1,3,88,192.168.1.212,4,5,login,2025-03-14 03:36:37.140207
user_9,8,36,192.168.1.115,4,3,login,2025-04-08 08:11:37.175416
user_9,19,88,192.168.1.6,0,6,login,2025-04-05 19:42:37.129179
user_8,4,44,192.168.1.194,2,3,login,2025-04-03 04:12:37.119062
user_9,17,66,192.168.1.177,2,2,login,2025-03-30 17:41:37.165334
user_5,23,111,192.168.1.80,3,0,login,2025-04-02 23:22:37.133186
user_7,18,13,192.168.1.102,8,6,login,2025-03-18 18:34:37.108533
user_4,3,1,192.168.1.244,3,0,login,2025-04-11 22:18:37.108533
user_10,19,12,192.168.1.86,2,1,login,2025-04-09 19:16:37.121150
user_10,14,110,192.168.1.79,5,3,login,2025-03-22 14:28:37.107531
user_3,7,69,192.168.1.208,5,6,login,2025-03-24 07:11:37.102509
user_7,4,57,192.168.1.68,5,4,login,2025-03-21 04:00:37.106529
user_1,19,9,192.168.1.31,1,3,login,2025-03-13 19:28:37.175416
user_4,23,74,192.168.1.237,0,2,login,2025-04-09 23:55:37.144214
user_9,0,1,192.168.1.67,3,3,logout,2025-04-01 01:33:37.097491
user_9,22,114,192.168.1.109,3,2,login,2025-03-24 22:03:37.165334
user_9,21,52,192.168.1.203,2,1,logout,2025-03-21 21:12:37.173410
user_8,4,61,192.168.1.219,3,6,login,2025-03-14 04:09:37.141208
user_3,15,109,192.168.1.38,4,2,login,2025-03-28 15:23:37.131183
user_1,12,57,192.168.1.138,2,6,login,2025-03-26 12:50:37.143212
user_2,13,34,192.168.1.1,4,3,login,2025-04-02 13:58:37.129179
user_1,20,106,192.168.1.5,1,3,login,2025-03-19 20:56:37.129179
user_10,14,86,192.168.1.252,3,0,logout,2025-03-29 14:36:37.162329
user_10,22,35,192.168.1.22,2,5,login,2025-03-18 22:30:37.161327
user_7,23,36,192.168.1.157,1,0,login,2025-03-13 23:55:37.139205
user_8,3,1,192.168.1.50,2,0,login,2025-03-20 22:13:37.110536
user_1,3,118,192.168.1.196,3,6,login,2025-03-15 03:23:37.173410
user_6,23,71,192.168.1.186,4,0,login,2025-03-23 23:01:37.172408
user_7,23,59,192.168.1.103,3,0,login,2025-03-31 23:18:37.160326
user_7,9,16,192.168.1.208,9,6,logout,2025-04-04 09:34:37.097491
user_4,23,47,192.168.1.195,2,3,login,2025-03-23 23:32:37.135190
user_4,14,7,192.168.1.70,3,3,logout,2025-04-11 14:56:37.171406
user_2,14,40,192.168.1.18,2,3,logout,2025-03-25 14:17:37.159324
user_9,13,27,192.168.1.239,6,0,login,2025-04-05 13:39:37.104512
user_8,18,50,192.168.1.186,4,6,login,2025-03-25 18:27:37.150228
user_10,6,18,192.168.1.47,2,0,login,2025-03-26 06:22:37.136199
user_9,17,35,192.168.1.81,9,6,login,2025-03-18 17:45:37.100499
user_7,19,92,192.168.1.175,3,5,login,2025-04-02 19:05:37.151229
user_5,14,27,192.168.1.140,8,2,login,2025-03-28 14:18:37.102509
user_10,4,81,192.168.1.158,9,5,login,2025-04-08 04:11:37.112540
user_10,10,43,192.168.1.119,9,5,logout,2025-03-30 10:17:37.112540
user_1,3,118,192.168.1.168,9,4,login,2025-03-31 03:42:37.110536
user_3,21,110,192.168.1.171,0,1,login,2025-04-10 21:05:37.131183
user_5,17,89,192.168.1.183,0,5,login,2025-03-19 17:42:37.157320
user_1,6,116,192.168.1.108,0,3,login,2025-04-02 06:09:37.174412
user_2,16,79,192.168.1.34,2,3,login,2025-03-28 16:33:37.127175
user_6,22,78,192.168.1.78,1,2,logout,2025-04-01 22:12:37.154313
user_6,0,0,192.168.1.120,1,5,login,2025-04-07 09:48:37.109534
user_2,18,118,192.168.1.202,4,2,login,2025-04-05 18:16:37.115049
user_9,18,63,192.168.1.24,4,1,logout,2025-03-21 18:05:37.125171
user_9,7,96,192.168.1.247,0,3,logout,2025-04-11 07:02:37.118060
user_5,19,26,192.168.1.171,0,5,logout,2025-04-09 19:51:37.175416
user_7,11,59,192.168.1.63,1,5,login,2025-03-16 11:41:37.171406
user_8,15,42,192.168.1.159,6,5,login,2025-03-26 15:06:37.107531
user_6,16,15,192.168.1.22,1,5,login,2025-04-01 16:34:37.147222
user_7,10,7,192.168.1.114,4,2,logout,2025-03-18 10:10:37.174412
user_7,13,75,192.168.1.193,1,0,login,2025-03-25 13:32:37.166336
user_2,10,21,192.168.1.154,7,1,login,2025-03-13 10:00:37.097491
user_7,8,43,192.168.1.237,2,6,login,2025-03-24 08:07:37.162329
user_10,16,86,192.168.1.91,0,0,login,2025-04-09 16:32:37.165334
user_8,3,1,192.168.1.166,4,0,logout,2025-03-22 21:05:37.113542
user_8,7,106,192.168.1.135,2,0,login,2025-04-04 07:34:37.157320
user_4,9,26,192.168.1.240,3,1,login,2025-04-11 09:02:37.145216
user_9,14,108,192.168.1.63,1,3,login,2025-04-05 14:56:37.167399
user_2,3,1,192.168.1.223,3,2,login,2025-03-20 09:28:37.102509
user_10,0,15,192.168.1.12,1,3,login,2025-03-26 00:55:37.175416
user_9,12,47,192.168.1.152,1,3,login,2025-03-14 12:30:37.162329
user_8,14,83,192.168.1.130,4,5,login,2025-04-09 14:26:37.171406
user_3,3,180,192.168.1.111,2,0,login,2025-03-23 05:21:37.112540
user_1,11,7,192.168.1.94,2,1,login,2025-03-14 11:31:37.122163
user_5,15,57,192.168.1.9,3,0,login,2025-03-15 15:07:37.126173
user_3,14,96,192.168.1.47,4,3,login,2025-03-18 14:09:37.165334
user_6,2,33,192.168.1.117,0,1,login,2025-03-25 02:56:37.152309
user_1,18,102,192.168.1.184,4,6,login,2025-03-22 18:51:37.120064
user_7,18,57,192.168.1.33,2,5,login,2025-03-18 18:31:37.173410
user_7,13,76,192.168.1.23,0,5,login,2025-03-26 13:41:37.125171
user_8,8,78,192.168.1.232,1,3,login,2025-03-14 08:59:37.154313
user_9,3,1,192.168.1.147,1,3,login,2025-04-03 23:35:37.110536
user_10,6,61,192.168.1.105,6,2,login,2025-03-20 06:38:37.112540
user_3,8,29,192.168.1.244,2,2,logout,2025-03-30 08:35:37.127175
user_6,19,109,192.168.1.147,0,2,login,2025-03-20 19:55:37.159324
user_8,3,105,192.168.1.106,3,6,login,2025-03-15 03:04:37.170405
user_10,14,114,192.168.1.226,3,3,logout,2025-03-25 14:53:37.158322
user_9,5,8,192.168.1.11,4,4,login,2025-03-25 05:46:37.137201
user_9,16,41,192.168.1.66,0,3,login,2025-04-11 16:02:37.147222
user_5,13,110,192.168.1.95,0,6,login,2025-04-07 13:11:37.119062
user_2,11,24,192.168.1.121,1,3,login,2025-04-09 11:24:37.137201
user_10,19,75,192.168.1.123,4,3,login,2025-04-03 19:48:37.166336
user_4,12,33,192.168.1.218,4,6,login,2025-04-01 12:10:37.149226
user_8,18,14,192.168.1.215,0,6,login,2025-03-19 18:44:37.149226
user_7,5,23,192.168.1.190,0,1,login,2025-03-22 05:12:37.158322
user_4,3,51,192.168.1.45,0,4,login,2025-04-11 03:45:37.149226
user_7,13,117,192.168.1.76,1,5,login,2025-03-19 13:37:37.132184
user_1,0,1,192.168.1.223,2,5,login,2025-03-28 10:17:37.111538
user_2,0,1,192.168.1.87,3,4,login,2025-03-17 19:13:37.113542
user_8,13,35,192.168.1.84,4,2,login,2025-03-14 13:42:37.135190
user_10,2,0,192.168.1.84,0,0,login,2025-03-25 07:23:37.108533
user_8,17,25,192.168.1.72,0,4,login,2025-03-23 17:32:37.136199
user_8,14,3,192.168.1.59,0,3,login,2025-03-20 14:07:37.164333
user_2,18,42,192.168.1.98,3,3,login,2025-04-08 18:33:37.128177
user_4,7,102,192.168.1.46,3,5,logout,2025-04-09 07:32:37.118060
user_4,13,61,192.168.1.83,8,5,login,2025-03-15 13:43:37.113542
user_3,21,11,192.168.1.120,0,6,login,2025-04-04 21:27:37.172408
user_7,12,95,192.168.1.104,1,3,login,2025-04-04 12:17:37.148224
user_9,15,26,192.168.1.168,4,2,login,2025-03-13 15:44:37.139205
user_9,7,87,192.168.1.22,4,0,logout,2025-04-01 07:52:37.126173
user_9,4,26,192.168.1.45,0,3,login,2025-03-24 04:02:37.134188
user_6,1,84,192.168.1.150,0,0,login,2025-03-25 01:31:37.154313
user_9,18,67,192.168.1.136,4,2,login,2025-04-07 18:17:37.156316
user_1,5,70,192.168.1.204,3,1,login,2025-04-04 05:01:37.146220
user_3,3,180,192.168.1.239,2,1,login,2025-03-26 07:03:37.105527
user_3,2,0,192.168.1.50,0,6,login,2025-03-19 06:55:37.106529
user_2,5,9,192.168.1.224,4,3,logout,2025-04-01 05:38:37.135190
user_3,11,52,192.168.1.45,0,2,login,2025-04-05 11:33:37.132184
user_9,13,75,192.168.1.198,1,1,login,2025-03-18 13:24:37.118060
user_2,12,94,192.168.1.114,2,6,logout,2025-04-01 12:31:37.154313
user_1,10,52,192.168.1.45,3,5,login,2025-03-20 10:20:37.151229
user_6,21,119,192.168.1.228,4,0,logout,2025-04-04 21:05:37.151229
user_2,0,0,192.168.1.249,4,5,login,2025-03-18 05:17:37.104512
