user_id,login_hour,session_duration,ip_address,failed_attempts,day_of_week,event_type,timestamp,is_business_hours,is_weekend,is_night,short_session,long_session,night_weekend,failed_night,ip_last_octet,ip_risk,predicted_anomaly,anomaly_score
user_10,13,6,192.168.1.174,0,1,login,2025-03-27 13:17:37.144214,1,0,0,0,0,0,0,174,0,0,0.06179965990711761
user_5,16,95,192.168.1.126,4,5,logout,2025-03-25 16:07:37.167399,1,1,0,0,0,0,0,126,0,0,0.03383804170366256
user_1,19,86,192.168.1.134,4,0,login,2025-04-10 19:16:37.120064,0,0,0,0,0,0,0,134,0,0,0.04677137631314404
user_1,13,63,192.168.1.213,0,0,login,2025-03-24 13:32:37.144214,1,0,0,0,0,0,0,213,1,0,0.007241837730692757
user_6,1,180,192.168.1.229,4,0,login,2025-03-31 05:59:37.099496,0,0,1,0,1,0,4,229,1,1,-0.10371876969203697
user_6,2,1,192.168.1.236,0,3,login,2025-03-21 05:27:37.099496,0,0,1,1,0,0,0,236,1,1,-0.0401632710511185
user_6,4,8,192.168.1.46,2,0,login,2025-04-11 04:50:37.147222,0,0,1,0,0,0,2,46,0,0,0.035529058996951635
user_1,3,180,192.168.1.85,3,5,logout,2025-03-15 23:25:37.097491,0,1,1,0,1,1,3,85,0,1,-0.11051155365267895
user_3,20,94,192.168.1.107,2,0,login,2025-03-22 20:16:37.117058,0,0,0,0,0,0,0,107,0,0,0.04767683651938193
user_1,15,62,192.168.1.162,2,4,login,2025-04-08 15:29:37.163331,1,0,0,0,0,0,0,162,0,0,0.09909481312627055
user_1,7,92,192.168.1.122,4,5,login,2025-04-04 07:09:37.122163,0,1,0,0,0,0,0,122,0,0,0.024656747895014486
user_5,5,16,192.168.1.186,9,0,logout,2025-04-02 05:21:37.101507,0,0,1,0,0,0,9,186,0,1,-0.09918006219332276
user_10,1,8,192.168.1.237,2,2,login,2025-04-10 01:24:37.142210,0,0,1,0,0,0,2,237,1,0,0.02266811283797676
user_2,11,99,192.168.1.148,3,1,login,2025-03-16 11:26:37.116054,1,0,0,0,0,0,0,148,0,0,0.09345816901251619
user_9,15,68,192.168.1.29,1,3,login,2025-03-29 15:04:37.146220,1,0,0,0,0,0,0,29,0,0,0.11315266306623756
user_4,8,40,192.168.1.213,4,0,login,2025-03-19 08:26:37.153311,1,0,0,0,0,0,0,213,1,0,0.011081522192048276
user_4,15,119,192.168.1.91,0,0,login,2025-03-18 15:21:37.151229,1,0,0,0,0,0,0,91,0,0,0.011167839918200806
user_9,2,112,192.168.1.132,4,4,login,2025-04-02 02:56:37.167399,0,0,1,0,0,0,4,132,0,0,0.03800940744200426
user_6,18,32,192.168.1.123,9,0,login,2025-03-26 18:36:37.103511,1,0,0,0,0,0,0,123,0,1,-0.005698508085775433
user_7,4,96,192.168.1.206,2,4,login,2025-04-04 04:16:37.142210,0,0,1,0,0,0,2,206,1,0,0.013041470416935041
user_8,1,1,192.168.1.172,3,3,login,2025-04-09 19:49:37.106529,0,0,1,1,0,0,3,172,0,0,0.012636839519545973
user_3,22,117,192.168.1.226,0,0,login,2025-03-25 22:31:37.138203,0,0,0,0,0,0,0,226,1,1,-0.013958840681454032
user_8,6,72,192.168.1.154,1,5,login,2025-03-30 06:22:37.145216,0,1,0,0,0,0,0,154,0,0,0.03152492478540048
user_7,0,41,192.168.1.162,3,4,logout,2025-04-05 00:33:37.157320,0,0,1,0,0,0,3,162,0,0,0.035653630846412265
user_5,0,81,192.168.1.254,0,1,login,2025-03-22 00:33:37.122163,0,0,1,0,0,0,0,254,1,1,-0.018474541222754493
user_2,4,56,192.168.1.199,0,6,login,2025-03-18 04:50:37.122163,0,1,1,0,0,1,0,199,0,1,-0.008973673266942983
user_2,21,63,192.168.1.129,3,0,login,2025-03-20 21:09:37.150228,0,0,0,0,0,0,0,129,0,0,0.06150402079895123
user_6,16,71,192.168.1.163,9,5,login,2025-03-30 16:43:37.100499,1,1,0,0,0,0,0,163,0,1,-0.030053888004542784
user_6,8,35,192.168.1.203,3,1,login,2025-03-28 08:53:37.145216,1,0,0,0,0,0,0,203,1,0,0.0310374499462005
user_1,2,105,192.168.1.197,3,0,login,2025-03-26 02:21:37.123167,0,0,1,0,0,0,3,197,0,0,0.04352104203825796
user_1,17,75,192.168.1.204,4,6,login,2025-03-20 17:28:37.152309,1,1,0,0,0,0,0,204,1,1,-0.030013245313329273
user_5,17,63,192.168.1.94,7,3,login,2025-03-28 17:46:37.103511,1,0,0,0,0,0,0,94,0,0,0.0512913262884524
user_8,2,92,192.168.1.40,1,0,login,2025-03-26 02:19:37.121150,0,0,1,0,0,0,1,40,0,0,0.0346887557802571
user_10,2,180,192.168.1.66,4,2,login,2025-04-07 21:27:37.103511,0,0,1,0,1,0,4,66,0,1,-0.09030361239025664
user_7,8,29,192.168.1.213,3,1,login,2025-03-17 08:27:37.124170,1,0,0,0,0,0,0,213,1,0,0.03178885638696016
user_9,23,97,192.168.1.94,4,5,login,2025-04-10 23:27:37.142210,0,1,1,0,0,1,4,94,0,1,-0.053100117053802465
user_1,13,72,192.168.1.146,4,2,login,2025-03-13 13:22:37.177471,1,0,0,0,0,0,0,146,0,0,0.11702033597227018
user_7,14,114,192.168.1.161,0,1,login,2025-04-02 14:33:37.155315,1,0,0,0,0,0,0,161,0,0,0.046283646465081874
user_6,6,102,192.168.1.155,1,4,login,2025-03-28 06:07:37.158322,0,0,0,0,0,0,0,155,0,0,0.06596408206802756
user_7,1,98,192.168.1.228,4,4,login,2025-04-01 01:49:37.125171,0,0,1,0,0,0,4,228,1,0,0.0008466825482786877
user_1,2,107,192.168.1.170,1,3,login,2025-03-26 02:39:37.129179,0,0,1,0,0,0,1,170,0,0,0.06327225708479478
user_3,1,33,192.168.1.84,4,2,login,2025-03-14 01:10:37.134188,0,0,1,0,0,0,4,84,0,0,0.04932365511979886
user_8,17,31,192.168.1.46,2,3,logout,2025-04-03 17:01:37.140207,1,0,0,0,0,0,0,46,0,0,0.10949699910987631
user_3,4,73,192.168.1.34,2,2,login,2025-03-29 04:37:37.116054,0,0,1,0,0,0,2,34,0,0,0.07216163799053682
user_8,4,80,192.168.1.63,0,5,login,2025-03-26 04:55:37.160326,0,1,1,0,0,1,0,63,0,0,0.009052068991613482
user_7,6,49,192.168.1.183,3,2,login,2025-04-11 06:00:37.133186,0,0,0,0,0,0,0,183,0,0,0.0814275722242278
user_5,2,62,192.168.1.225,3,2,login,2025-03-31 02:15:37.159324,0,0,1,0,0,0,3,225,1,0,0.05321738787001823
user_2,2,0,192.168.1.225,2,6,login,2025-04-06 08:30:37.105527,0,1,1,1,0,1,2,225,1,1,-0.08761824020717224
user_6,1,0,192.168.1.17,1,5,login,2025-03-25 01:44:37.102509,0,1,1,1,0,1,1,17,0,1,-0.040025283040941884
user_9,12,84,192.168.1.105,0,0,logout,2025-03-30 12:11:37.163331,1,0,0,0,0,0,0,105,0,0,0.04815553737681083
user_6,11,84,192.168.1.155,4,1,login,2025-03-25 11:29:37.155315,1,0,0,0,0,0,0,155,0,0,0.09456043970997585
user_7,16,43,192.168.1.192,1,3,login,2025-04-11 16:15:37.127175,1,0,0,0,0,0,0,192,0,0,0.11158095183641048
user_1,18,12,192.168.1.136,1,2,logout,2025-03-21 18:36:37.172408,1,0,0,0,0,0,0,136,0,0,0.08092679046474699
user_8,9,84,192.168.1.208,4,3,login,2025-04-03 09:34:37.119062,1,0,0,0,0,0,0,208,1,0,0.03160848405115191
user_1,3,92,192.168.1.208,4,1,logout,2025-04-02 03:00:37.149226,0,0,1,0,0,0,4,208,1,0,0.016476714667226666
user_2,23,65,192.168.1.71,0,5,login,2025-04-02 23:18:37.149226,0,1,1,0,0,1,0,71,0,1,-0.04455147116694813
user_4,4,32,192.168.1.216,0,0,login,2025-04-10 04:33:37.142210,0,0,1,0,0,0,0,216,1,1,-0.008527146925120799
user_2,16,78,192.168.1.179,2,6,login,2025-03-29 16:01:37.174412,1,1,0,0,0,0,0,179,0,0,0.04516905293003326
user_5,2,0,192.168.1.200,4,6,login,2025-04-10 19:57:37.112540,0,1,1,1,0,1,4,200,0,1,-0.08225625221423472
user_9,20,45,192.168.1.236,2,5,login,2025-04-09 20:17:37.170405,0,1,0,0,0,0,0,236,1,1,-0.007052670970456809
user_5,17,88,192.168.1.82,0,6,login,2025-03-25 17:33:37.140207,1,1,0,0,0,0,0,82,0,0,0.009237070421791671
user_3,21,46,192.168.1.228,4,5,login,2025-03-14 21:29:37.163331,0,1,0,0,0,0,0,228,1,1,-0.020338546696835436
user_2,16,113,192.168.1.9,0,6,login,2025-03-30 16:00:37.176469,1,1,0,0,0,0,0,9,1,1,-0.04024217538233921
user_10,17,76,192.168.1.200,3,1,login,2025-03-31 17:30:37.163331,1,0,0,0,0,0,0,200,0,0,0.09481930933435262
user_8,3,1,192.168.1.221,3,5,login,2025-04-11 23:14:37.104512,0,1,1,1,0,1,3,221,1,1,-0.08206517189145979
user_4,1,19,192.168.1.239,0,4,login,2025-04-09 01:02:37.133186,0,0,1,0,0,0,0,239,1,0,0.0024056891989395757
user_7,1,180,192.168.1.190,1,6,login,2025-04-11 21:16:37.113542,0,1,1,0,1,1,1,190,0,1,-0.08664932585018359
user_10,16,101,192.168.1.98,3,4,login,2025-04-11 16:47:37.175416,1,0,0,0,0,0,0,98,0,0,0.07020001025383416
user_1,15,117,192.168.1.149,0,3,login,2025-03-15 15:03:37.141208,1,0,0,0,0,0,0,149,0,0,0.05010285614856885
user_7,2,113,192.168.1.109,0,4,login,2025-03-25 02:19:37.122163,0,0,1,0,0,0,0,109,0,0,0.02948078474029514
user_9,19,118,192.168.1.28,1,6,login,2025-04-03 19:50:37.168401,0,1,0,0,0,0,0,28,0,0,0.00013053709735177943
user_9,22,40,192.168.1.55,0,1,login,2025-03-14 22:53:37.132184,0,0,0,0,0,0,0,55,0,0,0.05510190117494124
user_5,12,62,192.168.1.63,0,3,login,2025-03-23 12:59:37.155315,1,0,0,0,0,0,0,63,0,0,0.09795798946208106
user_4,16,102,192.168.1.65,2,5,login,2025-04-05 16:01:37.120064,1,1,0,0,0,0,0,65,0,0,0.045408725152355056
user_8,8,93,192.168.1.102,1,5,login,2025-03-26 08:02:37.118060,1,1,0,0,0,0,0,102,0,0,0.03074734945349844
user_8,6,73,192.168.1.190,3,5,login,2025-04-02 06:58:37.143212,0,1,0,0,0,0,0,190,0,0,0.03354027100594337
user_9,1,49,192.168.1.72,4,0,login,2025-04-08 01:18:37.145216,0,0,1,0,0,0,4,72,0,0,0.033396542902128235
user_8,3,98,192.168.1.114,0,3,login,2025-03-23 03:08:37.134188,0,0,1,0,0,0,0,114,0,0,0.05116265452854324
user_7,21,57,192.168.1.55,1,4,login,2025-03-21 21:01:37.167399,0,0,0,0,0,0,0,55,0,0,0.08110463485361608
user_9,7,85,192.168.1.55,2,4,login,2025-03-28 07:43:37.161327,0,0,0,0,0,0,0,55,0,0,0.08076641475323643
user_5,20,27,192.168.1.216,1,5,login,2025-04-02 20:04:37.146220,0,1,0,0,0,0,0,216,1,1,-0.015756680153928948
user_9,20,58,192.168.1.95,4,0,login,2025-03-20 20:58:37.165334,0,0,0,0,0,0,0,95,0,0,0.06448328945249004
user_4,0,16,192.168.1.70,0,2,login,2025-03-14 00:52:37.120064,0,0,1,0,0,0,0,70,0,0,0.020014317804683213
user_5,14,83,192.168.1.20,0,4,login,2025-03-28 14:25:37.176469,1,0,0,0,0,0,0,20,0,0,0.06810460982833311
user_9,2,87,192.168.1.224,0,3,login,2025-03-19 02:37:37.141208,0,0,1,0,0,0,0,224,1,0,0.016184967909015913
user_1,3,1,192.168.1.203,0,0,login,2025-03-14 03:42:37.102509,0,0,1,1,0,0,0,203,1,1,-0.05574079830592926
user_6,21,73,192.168.1.14,7,0,login,2025-03-24 21:53:37.107531,0,0,0,0,0,0,0,14,0,0,0.012278728270396777
user_8,20,3,192.168.1.101,3,2,login,2025-03-25 20:50:37.116054,0,0,0,1,0,0,0,101,0,1,-0.03479647967253485
user_8,17,70,192.168.1.110,8,1,logout,2025-03-25 17:14:37.099496,1,0,0,0,0,0,0,110,0,0,0.024772057701127115
user_9,2,1,192.168.1.83,3,6,logout,2025-03-24 11:24:37.103511,0,1,1,1,0,1,3,83,0,1,-0.0540732060830339
user_7,3,0,192.168.1.152,4,2,login,2025-04-03 04:36:37.101507,0,0,1,1,0,0,4,152,0,1,-0.02573325083497202
user_6,5,118,192.168.1.234,0,5,login,2025-03-24 05:41:37.119062,0,1,1,0,0,1,0,234,1,1,-0.06358396890844631
user_4,1,26,192.168.1.3,3,3,login,2025-03-29 01:01:37.155315,0,0,1,0,0,0,3,3,1,0,0.03783775044487009
user_7,11,60,192.168.1.9,1,2,login,2025-03-19 11:03:37.121150,1,0,0,0,0,0,0,9,1,0,0.049085206741471876
user_10,0,69,192.168.1.93,4,3,login,2025-03-13 00:53:37.169403,0,0,1,0,0,0,4,93,0,0,0.04803796270584454
user_8,19,113,192.168.1.243,3,6,logout,2025-03-18 19:55:37.170405,0,1,0,0,0,0,0,243,1,1,-0.051326500879476655
user_4,7,44,192.168.1.122,0,4,login,2025-03-15 07:16:37.162329,0,0,0,0,0,0,0,122,0,0,0.06416383679423376
user_9,18,4,192.168.1.91,3,6,login,2025-04-11 18:47:37.118060,1,1,0,1,0,0,0,91,0,1,-0.0920268309222042
user_5,3,17,192.168.1.220,2,6,login,2025-04-07 03:04:37.163331,0,1,1,0,0,1,2,220,1,1,-0.03863059688372361
user_5,16,106,192.168.1.76,3,1,login,2025-04-02 16:40:37.124170,1,0,0,0,0,0,0,76,0,0,0.07700905590253859
user_5,11,104,192.168.1.47,1,0,login,2025-03-22 11:59:37.149226,1,0,0,0,0,0,0,47,0,0,0.0533296179588067
user_1,1,180,192.168.1.60,4,2,login,2025-04-08 10:33:37.111538,0,0,1,0,1,0,4,60,0,1,-0.08821953262932991
user_2,12,79,192.168.1.241,3,5,login,2025-03-19 12:45:37.175416,1,1,0,0,0,0,0,241,1,1,-0.016492413796170613
user_9,4,60,192.168.1.242,2,1,login,2025-04-09 04:45:37.133186,0,0,1,0,0,0,2,242,1,0,0.031861683674421104
user_5,3,73,192.168.1.60,2,5,login,2025-03-20 03:37:37.172408,0,1,1,0,0,1,2,60,0,0,0.03326059935181824
user_9,6,5,192.168.1.249,2,5,login,2025-04-01 06:30:37.135190,0,1,0,1,0,0,0,249,1,1,-0.09099612090423703
user_10,13,24,192.168.1.207,2,4,login,2025-03-15 13:43:37.123167,1,0,0,0,0,0,0,207,1,0,0.02900257089362901
user_5,2,79,192.168.1.126,1,1,login,2025-03-22 02:39:37.154313,0,0,1,0,0,0,1,126,0,0,0.056345228265403946
user_10,3,180,192.168.1.134,3,2,login,2025-03-19 15:10:37.102509,0,0,1,0,1,0,3,134,0,1,-0.08143021194117483
user_6,8,40,192.168.1.201,4,3,login,2025-04-11 08:59:37.168401,1,0,0,0,0,0,0,201,1,0,0.025284303762913463
user_8,15,71,192.168.1.221,0,5,login,2025-03-15 15:19:37.146220,1,1,0,0,0,0,0,221,1,1,-0.009323003823943021
user_9,15,60,192.168.1.32,3,3,login,2025-04-01 15:06:37.159324,1,0,0,0,0,0,0,32,0,0,0.11523800376773435
user_2,3,58,192.168.1.104,3,2,login,2025-04-11 03:54:37.150228,0,0,1,0,0,0,3,104,0,0,0.06609882444738979
user_3,20,100,192.168.1.76,3,3,login,2025-03-31 20:43:37.150228,0,0,0,0,0,0,0,76,0,0,0.09192039676785374
user_6,17,50,192.168.1.152,4,4,login,2025-03-21 17:20:37.166336,1,0,0,0,0,0,0,152,0,0,0.08902333476075097
user_4,10,90,192.168.1.244,3,5,login,2025-03-30 10:08:37.151229,1,1,0,0,0,0,0,244,1,1,-0.03131556220647924
user_10,16,87,192.168.1.120,2,6,login,2025-03-13 16:26:37.123167,1,1,0,0,0,0,0,120,0,0,0.04371160350683628
user_6,22,51,192.168.1.65,0,1,logout,2025-04-04 22:00:37.153311,0,0,0,0,0,0,0,65,0,0,0.05344992156973466
user_4,17,78,192.168.1.152,3,2,login,2025-04-05 17:48:37.124170,1,0,0,0,0,0,0,152,0,0,0.10722226788958888
user_9,15,70,192.168.1.238,3,6,login,2025-03-28 15:32:37.124170,1,1,0,0,0,0,0,238,1,1,-0.010460927211563997
user_8,10,56,192.168.1.180,3,0,login,2025-03-27 10:02:37.127175,1,0,0,0,0,0,0,180,0,0,0.07938626078392791
user_1,7,94,192.168.1.224,4,3,login,2025-03-28 07:05:37.137201,0,0,0,0,0,0,0,224,1,0,0.028577802062144442
user_1,11,5,192.168.1.188,8,5,login,2025-03-31 11:33:37.107531,1,1,0,1,0,0,0,188,0,1,-0.11734595207367282
user_3,11,22,192.168.1.124,0,5,login,2025-04-10 11:49:37.176469,1,1,0,0,0,0,0,124,0,0,0.031674222018496456
user_9,6,18,192.168.1.252,0,0,login,2025-04-02 06:25:37.137201,0,0,0,0,0,0,0,252,1,1,-0.012803905407842597
user_9,8,117,192.168.1.68,3,1,login,2025-04-01 08:35:37.128177,1,0,0,0,0,0,0,68,0,0,0.06213284645666961
user_5,3,21,192.168.1.36,0,2,logout,2025-03-24 03:59:37.119062,0,0,1,0,0,0,0,36,0,0,0.04375642504154931
user_6,22,95,192.168.1.172,4,2,logout,2025-03-18 22:31:37.120064,0,0,0,0,0,0,0,172,0,0,0.07527937920066835
user_8,2,72,192.168.1.44,4,3,login,2025-03-14 02:43:37.162329,0,0,1,0,0,0,4,44,0,0,0.06478081381085576
user_3,8,81,192.168.1.154,1,6,logout,2025-04-11 08:30:37.152309,1,1,0,0,0,0,0,154,0,0,0.030874640038670798
user_5,2,66,192.168.1.228,4,4,login,2025-04-09 02:01:37.138203,0,0,1,0,0,0,4,228,1,0,0.022786767501171812
user_5,21,118,192.168.1.155,0,3,login,2025-03-20 21:30:37.152309,0,0,0,0,0,0,0,155,0,0,0.04618837990270447
user_1,3,31,192.168.1.213,2,5,login,2025-03-24 03:21:37.129179,0,1,1,0,0,1,2,213,1,1,-0.01745342373484582
user_6,23,90,192.168.1.180,3,3,login,2025-03-18 23:12:37.140207,0,0,1,0,0,0,3,180,0,0,0.004144842777900171
user_4,7,53,192.168.1.107,4,0,login,2025-03-21 07:05:37.165334,0,0,0,0,0,0,0,107,0,0,0.05297563302819991
user_2,1,9,192.168.1.207,9,5,login,2025-04-06 01:12:37.109534,0,1,1,0,0,1,9,207,1,1,-0.13914914034201387
user_5,16,37,192.168.1.51,3,6,login,2025-04-07 16:11:37.127175,1,1,0,0,0,0,0,51,0,0,0.04548564826351903
user_4,0,27,192.168.1.185,0,2,login,2025-03-22 00:26:37.128177,0,0,1,0,0,0,0,185,0,0,0.027722127701869992
user_3,22,88,192.168.1.17,4,2,login,2025-03-27 22:46:37.172408,0,0,0,0,0,0,0,17,0,0,0.07682475697306024
user_5,12,64,192.168.1.87,3,3,login,2025-03-23 12:15:37.158322,1,0,0,0,0,0,0,87,0,0,0.11933284804786082
user_9,18,88,192.168.1.44,4,4,login,2025-03-21 18:41:37.173410,1,0,0,0,0,0,0,44,0,0,0.05946786830197587
user_9,12,76,192.168.1.59,1,4,logout,2025-03-30 12:28:37.164333,1,0,0,0,0,0,0,59,0,0,0.09359540455599658
user_8,1,35,192.168.1.189,3,5,login,2025-03-17 01:31:37.150228,0,1,1,0,0,1,3,189,0,0,0.01678740820576019
user_4,16,28,192.168.1.49,8,0,login,2025-03-16 16:07:37.115049,1,0,0,0,0,0,0,49,0,0,0.019803268979690425
user_1,9,79,192.168.1.224,4,0,login,2025-03-14 09:48:37.116054,1,0,0,0,0,0,0,224,1,0,0.015978652785693326
user_3,19,98,192.168.1.4,3,2,login,2025-03-22 19:30:37.131183,0,0,0,0,0,0,0,4,1,0,0.031414248188968874
user_4,15,52,192.168.1.54,0,6,login,2025-03-17 15:56:37.125171,1,1,0,0,0,0,0,54,0,0,0.014264080025517378
user_4,19,56,192.168.1.218,1,2,login,2025-03-23 19:12:37.116054,0,0,0,0,0,0,0,218,1,0,0.034531935244439815
user_7,10,21,192.168.1.240,3,1,login,2025-03-29 10:36:37.147222,1,0,0,0,0,0,0,240,1,0,0.03589000243365392
user_3,18,114,192.168.1.152,9,6,login,2025-04-07 18:08:37.104512,1,1,0,0,0,0,0,152,0,1,-0.05914180599665786
