user_id,login_hour,session_duration,ip_address,failed_attempts,day_of_week,event_type,timestamp
user_9,1,180,192.168.1.72,0,4,login,2025-04-11 09:13:37.102509
user_4,9,4,192.168.1.134,5,2,login,2025-03-19 09:47:37.102509
user_10,3,180,192.168.1.134,3,2,login,2025-03-19 15:10:37.102509
user_10,1,28,192.168.1.80,5,0,login,2025-04-10 01:45:37.102509
user_2,3,1,192.168.1.223,3,2,login,2025-03-20 09:28:37.102509
user_6,1,0,192.168.1.17,1,5,login,2025-03-25 01:44:37.102509
user_9,0,180,192.168.1.185,0,6,login,2025-03-29 12:36:37.102509
user_5,1,1,192.168.1.171,4,0,login,2025-03-19 23:21:37.102509
user_5,17,63,192.168.1.94,7,3,login,2025-03-28 17:46:37.103511
user_10,2,180,192.168.1.66,4,2,login,2025-04-07 21:27:37.103511
user_10,9,104,192.168.1.206,7,1,login,2025-04-07 09:41:37.103511
user_6,1,1,192.168.1.220,1,0,login,2025-04-04 06:35:37.103511
user_6,18,32,192.168.1.123,9,0,login,2025-03-26 18:36:37.103511
user_5,3,1,192.168.1.48,3,2,login,2025-04-02 12:21:37.103511
user_9,2,1,192.168.1.83,3,6,logout,2025-03-24 11:24:37.103511
user_10,8,31,192.168.1.127,5,1,logout,2025-03-20 08:24:37.103511
user_6,1,180,192.168.1.108,2,1,login,2025-03-23 18:29:37.103511
user_8,3,59,192.168.1.235,5,6,login,2025-03-29 03:44:37.103511
user_8,0,1,192.168.1.224,2,1,login,2025-03-17 08:17:37.103511
user_6,12,34,192.168.1.122,6,2,login,2025-03-28 12:46:37.104512
user_3,18,114,192.168.1.152,9,6,login,2025-04-07 18:08:37.104512
user_3,1,1,192.168.1.217,1,5,login,2025-03-13 09:40:37.104512
user_1,3,1,192.168.1.193,3,5,login,2025-04-02 01:13:37.104512
user_4,2,0,192.168.1.150,0,3,login,2025-03-29 18:50:37.104512
user_9,13,27,192.168.1.239,6,0,login,2025-04-05 13:39:37.104512
user_9,0,180,192.168.1.239,1,6,login,2025-03-25 14:44:37.104512
user_2,0,0,192.168.1.249,4,5,login,2025-03-18 05:17:37.104512
user_6,3,1,192.168.1.25,0,5,login,2025-03-30 17:12:37.104512
user_8,3,1,192.168.1.221,3,5,login,2025-04-11 23:14:37.104512
user_3,3,180,192.168.1.239,2,1,login,2025-03-26 07:03:37.105527
user_2,2,0,192.168.1.225,2,6,login,2025-04-06 08:30:37.105527
user_2,2,1,192.168.1.151,0,4,login,2025-04-08 09:41:37.105527
user_4,12,78,192.168.1.190,5,3,login,2025-03-13 12:03:37.105527
user_2,3,97,192.168.1.245,6,2,login,2025-03-23 03:48:37.105527
user_1,17,3,192.168.1.37,8,0,login,2025-03-15 17:07:37.105527
user_6,3,0,192.168.1.194,3,5,login,2025-04-11 18:34:37.105527
user_5,0,0,192.168.1.180,2,5,login,2025-04-11 10:50:37.105527
user_7,2,1,192.168.1.251,3,1,login,2025-03-30 20:40:37.105527
user_7,3,48,192.168.1.13,8,3,login,2025-03-14 03:26:37.105527
user_6,1,1,192.168.1.77,1,5,login,2025-03-14 06:26:37.105527
user_7,12,78,192.168.1.29,8,4,logout,2025-03-18 12:56:37.106529
user_8,22,78,192.168.1.49,7,1,login,2025-03-21 22:47:37.106529
user_5,1,180,192.168.1.228,4,5,login,2025-03-21 03:59:37.106529
user_3,2,91,192.168.1.122,7,1,login,2025-03-14 02:27:37.106529
user_7,4,57,192.168.1.68,5,4,login,2025-03-21 04:00:37.106529
user_8,2,1,192.168.1.194,0,3,login,2025-03-31 19:45:37.106529
user_9,23,97,192.168.1.207,8,3,login,2025-03-31 23:59:37.106529
user_1,3,108,192.168.1.250,7,5,login,2025-03-14 03:53:37.106529
user_3,2,0,192.168.1.72,2,2,login,2025-03-30 13:43:37.106529
user_8,1,1,192.168.1.172,3,3,login,2025-04-09 19:49:37.106529
user_4,3,180,192.168.1.250,1,4,login,2025-03-14 06:35:37.106529
user_3,2,0,192.168.1.50,0,6,login,2025-03-19 06:55:37.106529
user_1,11,5,192.168.1.188,8,5,login,2025-03-31 11:33:37.107531
user_4,0,180,192.168.1.224,0,6,login,2025-03-26 18:39:37.107531
user_5,21,94,192.168.1.95,5,0,login,2025-03-26 21:31:37.107531
user_10,14,110,192.168.1.79,5,3,login,2025-03-22 14:28:37.107531
user_7,5,81,192.168.1.18,8,6,login,2025-04-02 05:52:37.107531
user_8,15,42,192.168.1.159,6,5,login,2025-03-26 15:06:37.107531
user_6,1,0,192.168.1.189,4,1,login,2025-03-20 01:37:37.107531
user_8,10,90,192.168.1.204,9,3,login,2025-03-28 10:50:37.107531
user_6,11,16,192.168.1.48,7,4,login,2025-03-13 11:42:37.107531
user_5,1,180,192.168.1.157,0,4,login,2025-04-02 08:44:37.107531
user_6,21,73,192.168.1.14,7,0,login,2025-03-24 21:53:37.107531
user_2,16,96,192.168.1.57,8,2,login,2025-04-10 16:04:37.108533
user_5,1,1,192.168.1.254,3,1,login,2025-03-22 16:12:37.108533
user_10,2,0,192.168.1.84,0,0,login,2025-03-25 07:23:37.108533
user_4,3,1,192.168.1.244,3,0,login,2025-04-11 22:18:37.108533
user_2,12,34,192.168.1.33,7,0,login,2025-03-17 12:19:37.108533
user_7,18,13,192.168.1.102,8,6,login,2025-03-18 18:34:37.108533
user_2,0,180,192.168.1.75,4,6,login,2025-04-09 01:43:37.108533
user_6,0,1,192.168.1.174,0,6,login,2025-03-20 06:51:37.108533
user_10,3,1,192.168.1.203,0,6,logout,2025-04-03 04:42:37.108533
user_2,22,18,192.168.1.188,5,2,login,2025-03-19 22:31:37.108533
user_6,15,90,192.168.1.234,5,4,login,2025-03-24 15:26:37.108533
user_1,22,59,192.168.1.13,8,3,login,2025-03-23 22:39:37.108533
user_10,2,1,192.168.1.128,2,6,login,2025-04-10 08:43:37.109534
user_2,1,180,192.168.1.140,2,2,login,2025-04-05 00:12:37.109534
user_2,5,23,192.168.1.203,9,1,login,2025-04-09 05:41:37.109534
user_10,1,180,192.168.1.100,1,1,login,2025-04-08 01:53:37.109534
user_2,1,9,192.168.1.207,9,5,login,2025-04-06 01:12:37.109534
user_8,1,1,192.168.1.140,0,2,login,2025-03-29 01:32:37.109534
user_8,19,72,192.168.1.78,9,6,login,2025-03-27 19:37:37.109534
user_6,0,0,192.168.1.120,1,5,login,2025-04-07 09:48:37.109534
user_7,3,1,192.168.1.215,1,4,login,2025-03-20 00:50:37.109534
user_10,7,33,192.168.1.67,6,0,login,2025-03-16 07:10:37.109534
user_9,4,74,192.168.1.194,9,2,login,2025-04-08 04:09:37.109534
user_9,2,1,192.168.1.247,4,6,login,2025-03-24 06:33:37.110536
user_2,22,88,192.168.1.216,9,2,login,2025-03-26 22:01:37.110536
user_8,3,1,192.168.1.50,2,0,login,2025-03-20 22:13:37.110536
user_2,2,180,192.168.1.44,3,1,login,2025-03-15 20:10:37.110536
user_6,13,22,192.168.1.210,5,0,login,2025-04-06 13:25:37.110536
user_1,3,118,192.168.1.168,9,4,login,2025-03-31 03:42:37.110536
user_9,3,1,192.168.1.147,1,3,login,2025-04-03 23:35:37.110536
user_10,1,0,192.168.1.82,0,4,login,2025-03-28 10:36:37.110536
user_2,12,44,192.168.1.129,8,4,login,2025-04-06 12:13:37.110536
user_2,0,180,192.168.1.25,0,4,login,2025-04-05 12:34:37.110536
user_8,0,23,192.168.1.130,6,4,login,2025-03-27 00:30:37.110536
user_10,21,21,192.168.1.46,9,3,login,2025-03-21 21:46:37.111538
user_7,18,45,192.168.1.115,9,4,login,2025-03-15 18:07:37.111538
user_1,2,0,192.168.1.94,3,3,login,2025-04-03 18:26:37.111538
user_1,1,180,192.168.1.60,4,2,login,2025-04-08 10:33:37.111538
user_8,0,16,192.168.1.138,9,2,login,2025-04-06 00:14:37.111538
user_1,0,1,192.168.1.223,2,5,login,2025-03-28 10:17:37.111538
user_5,11,75,192.168.1.109,9,0,login,2025-03-22 11:39:37.111538
user_6,1,180,192.168.1.234,4,5,login,2025-03-27 09:31:37.111538
user_5,3,0,192.168.1.194,3,0,login,2025-03-14 14:36:37.111538
user_9,3,0,192.168.1.94,2,4,login,2025-03-27 16:27:37.111538
user_3,1,89,192.168.1.178,9,5,login,2025-04-06 01:30:37.111538
user_10,4,81,192.168.1.158,9,5,login,2025-04-08 04:11:37.112540
user_6,23,78,192.168.1.230,9,6,login,2025-03-28 23:34:37.112540
user_5,2,0,192.168.1.200,4,6,login,2025-04-10 19:57:37.112540
user_5,1,180,192.168.1.100,0,6,login,2025-03-27 05:39:37.112540
user_3,3,180,192.168.1.111,2,0,login,2025-03-23 05:21:37.112540
user_5,4,82,192.168.1.236,5,0,login,2025-04-09 04:37:37.112540
user_10,10,43,192.168.1.119,9,5,logout,2025-03-30 10:17:37.112540
user_10,6,61,192.168.1.105,6,2,login,2025-03-20 06:38:37.112540
user_8,1,1,192.168.1.35,3,1,login,2025-03-31 20:06:37.112540
user_10,3,1,192.168.1.194,2,1,logout,2025-04-11 07:12:37.112540
user_6,3,1,192.168.1.241,4,2,login,2025-03-30 01:52:37.112540
user_4,13,61,192.168.1.83,8,5,login,2025-03-15 13:43:37.113542
user_8,0,0,192.168.1.83,4,6,login,2025-03-25 17:04:37.113542
user_4,0,0,192.168.1.40,1,6,login,2025-03-31 05:03:37.113542
user_3,12,107,192.168.1.54,8,3,login,2025-03-13 12:00:37.113542
user_1,3,1,192.168.1.93,0,6,login,2025-03-28 18:18:37.113542
user_3,2,1,192.168.1.39,3,1,login,2025-03-18 09:07:37.113542
user_4,2,77,192.168.1.46,6,1,login,2025-03-17 02:18:37.113542
user_7,1,180,192.168.1.190,1,6,login,2025-04-11 21:16:37.113542
user_2,0,1,192.168.1.87,3,4,login,2025-03-17 19:13:37.113542
user_5,1,101,192.168.1.14,6,2,login,2025-03-21 01:09:37.113542
user_10,3,49,192.168.1.15,9,6,login,2025-03-25 03:31:37.113542
user_5,20,40,192.168.1.97,9,3,login,2025-04-01 20:07:37.113542
user_1,0,1,192.168.1.205,3,2,login,2025-04-09 06:41:37.113542
user_1,7,80,192.168.1.158,9,3,login,2025-04-07 07:28:37.113542
user_10,8,95,192.168.1.69,6,1,login,2025-04-06 08:40:37.113542
user_8,3,1,192.168.1.166,4,0,logout,2025-03-22 21:05:37.113542
user_7,19,105,192.168.1.174,8,1,login,2025-04-02 19:46:37.113542
user_10,13,31,192.168.1.77,9,4,login,2025-04-10 13:10:37.115049
user_2,1,5,192.168.1.214,7,4,login,2025-04-10 01:29:37.115049
user_7,0,1,192.168.1.144,0,2,login,2025-03-15 19:46:37.115049
user_7,13,87,192.168.1.55,6,4,login,2025-04-09 13:09:37.115049
user_3,3,180,192.168.1.5,3,1,login,2025-03-24 08:08:37.115049
user_4,16,28,192.168.1.49,8,0,login,2025-03-16 16:07:37.115049
user_2,18,118,192.168.1.202,4,2,login,2025-04-05 18:16:37.115049
user_5,22,116,192.168.1.47,2,4,login,2025-03-19 22:38:37.115049
user_1,12,86,192.168.1.58,4,1,login,2025-04-06 12:49:37.115049
user_10,23,101,192.168.1.82,3,2,logout,2025-04-03 23:07:37.115049
user_8,2,62,192.168.1.240,4,5,login,2025-04-10 02:41:37.115049
user_3,20,94,192.168.1.58,4,1,login,2025-03-26 20:05:37.115049
user_1,6,25,192.168.1.160,3,0,logout,2025-03-23 06:10:37.115049
user_8,0,71,192.168.1.243,4,2,login,2025-04-09 00:12:37.116054
user_4,19,56,192.168.1.218,1,2,login,2025-03-23 19:12:37.116054
user_2,11,99,192.168.1.148,3,1,login,2025-03-16 11:26:37.116054
user_5,11,41,192.168.1.212,3,1,login,2025-03-20 11:08:37.116054
user_1,17,83,192.168.1.87,1,2,login,2025-03-28 17:26:37.116054
user_4,22,108,192.168.1.240,0,1,login,2025-03-23 22:29:37.116054
user_1,9,79,192.168.1.224,4,0,login,2025-03-14 09:48:37.116054
user_2,23,106,192.168.1.142,3,5,logout,2025-03-30 23:41:37.116054
user_8,20,3,192.168.1.101,3,2,login,2025-03-25 20:50:37.116054
user_5,19,73,192.168.1.36,0,4,login,2025-03-24 19:34:37.116054
user_8,11,79,192.168.1.222,0,0,logout,2025-03-19 11:51:37.116054
user_3,4,73,192.168.1.34,2,2,login,2025-03-29 04:37:37.116054
user_7,12,50,192.168.1.111,0,0,login,2025-03-22 12:36:37.116054
user_10,20,29,192.168.1.165,3,4,login,2025-03-21 20:21:37.117058
user_3,20,94,192.168.1.107,2,0,login,2025-03-22 20:16:37.117058
user_3,3,53,192.168.1.35,1,4,login,2025-03-29 03:20:37.117058
user_3,9,72,192.168.1.99,3,1,login,2025-03-20 09:41:37.117058
user_7,13,97,192.168.1.181,1,2,login,2025-04-05 13:09:37.117058
user_1,20,92,192.168.1.42,4,3,login,2025-03-21 20:01:37.117058
user_7,23,30,192.168.1.21,0,0,login,2025-04-08 23:59:37.117058
user_2,22,40,192.168.1.180,4,1,login,2025-03-21 22:16:37.117058
user_8,7,7,192.168.1.30,4,2,login,2025-03-26 07:01:37.117058
user_5,23,58,192.168.1.203,2,5,login,2025-03-29 23:23:37.117058
user_3,3,54,192.168.1.135,3,6,login,2025-03-23 03:09:37.117058
user_6,3,57,192.168.1.191,0,5,login,2025-04-02 03:49:37.117058
user_2,15,29,192.168.1.201,1,6,login,2025-03-25 15:05:37.117058
user_8,22,50,192.168.1.187,3,6,login,2025-03-27 22:02:37.118060
user_7,6,109,192.168.1.143,0,4,login,2025-03-15 06:33:37.118060
user_4,23,89,192.168.1.141,3,5,logout,2025-03-30 23:21:37.118060
user_5,8,18,192.168.1.50,4,4,login,2025-03-17 08:24:37.118060
user_8,8,93,192.168.1.102,1,5,login,2025-03-26 08:02:37.118060
user_4,7,102,192.168.1.46,3,5,logout,2025-04-09 07:32:37.118060
user_7,15,106,192.168.1.2,3,1,login,2025-03-23 15:07:37.118060
user_6,18,66,192.168.1.145,4,4,login,2025-03-20 18:24:37.118060
user_10,12,30,192.168.1.247,2,5,login,2025-03-20 12:29:37.118060
user_9,13,75,192.168.1.198,1,1,login,2025-03-18 13:24:37.118060
user_10,8,61,192.168.1.147,4,6,login,2025-04-10 08:21:37.118060
user_9,18,4,192.168.1.91,3,6,login,2025-04-11 18:47:37.118060
user_9,7,96,192.168.1.247,0,3,logout,2025-04-11 07:02:37.118060
user_7,20,17,192.168.1.4,3,5,login,2025-03-29 20:35:37.119062
user_6,5,118,192.168.1.234,0,5,login,2025-03-24 05:41:37.119062
user_2,9,103,192.168.1.195,0,5,login,2025-03-27 09:12:37.119062
user_5,13,110,192.168.1.95,0,6,login,2025-04-07 13:11:37.119062
user_5,0,17,192.168.1.132,0,5,login,2025-03-15 00:59:37.119062
user_2,9,75,192.168.1.237,0,5,login,2025-03-15 09:26:37.119062
user_4,4,93,192.168.1.63,3,4,login,2025-03-18 04:15:37.119062
user_2,22,39,192.168.1.85,3,1,login,2025-04-10 22:04:37.119062
user_5,3,21,192.168.1.36,0,2,logout,2025-03-24 03:59:37.119062
user_3,4,71,192.168.1.199,2,0,login,2025-04-07 04:23:37.119062
user_8,9,84,192.168.1.208,4,3,login,2025-04-03 09:34:37.119062
user_8,4,44,192.168.1.194,2,3,login,2025-04-03 04:12:37.119062
user_3,4,10,192.168.1.31,0,4,login,2025-03-25 04:11:37.119062
user_6,22,95,192.168.1.172,4,2,logout,2025-03-18 22:31:37.120064
user_4,16,102,192.168.1.65,2,5,login,2025-04-05 16:01:37.120064
user_1,19,86,192.168.1.134,4,0,login,2025-04-10 19:16:37.120064
user_6,6,19,192.168.1.87,4,1,login,2025-03-16 06:25:37.120064
user_10,18,20,192.168.1.10,0,1,login,2025-03-24 18:07:37.120064
user_6,0,17,192.168.1.50,1,5,login,2025-04-11 00:44:37.120064
user_4,0,16,192.168.1.70,0,2,login,2025-03-14 00:52:37.120064
user_5,9,116,192.168.1.252,3,4,login,2025-03-24 09:39:37.120064
user_8,9,114,192.168.1.99,4,4,logout,2025-03-24 09:32:37.120064
user_4,23,106,192.168.1.176,3,3,login,2025-04-05 23:52:37.120064
user_6,22,52,192.168.1.246,0,2,login,2025-04-01 22:16:37.120064
user_5,6,10,192.168.1.224,4,1,login,2025-03-21 06:48:37.120064
user_1,18,102,192.168.1.184,4,6,login,2025-03-22 18:51:37.120064
user_7,16,119,192.168.1.31,2,6,login,2025-04-05 16:20:37.121150
user_8,23,54,192.168.1.27,4,0,login,2025-04-06 23:05:37.121150
user_3,17,45,192.168.1.241,0,4,login,2025-03-30 17:30:37.121150
user_8,2,92,192.168.1.40,1,0,login,2025-03-26 02:19:37.121150
user_9,10,115,192.168.1.29,4,2,login,2025-04-09 10:06:37.121150
user_7,5,115,192.168.1.220,2,2,login,2025-04-09 05:49:37.121150
user_2,6,37,192.168.1.112,3,0,logout,2025-04-07 06:54:37.121150
user_10,19,12,192.168.1.86,2,1,login,2025-04-09 19:16:37.121150
user_4,7,49,192.168.1.99,3,0,login,2025-03-30 07:46:37.121150
user_7,11,60,192.168.1.9,1,2,login,2025-03-19 11:03:37.121150
user_1,14,66,192.168.1.63,0,1,logout,2025-04-05 14:05:37.121150
user_8,7,68,192.168.1.60,4,2,login,2025-04-11 07:08:37.121150
user_7,0,43,192.168.1.190,1,3,login,2025-03-27 00:56:37.122163
user_6,0,32,192.168.1.85,2,2,login,2025-04-07 00:09:37.122163
user_8,6,109,192.168.1.179,4,3,login,2025-03-19 06:41:37.122163
user_9,4,55,192.168.1.87,1,1,login,2025-03-27 04:34:37.122163
user_10,3,101,192.168.1.230,2,4,login,2025-03-23 03:55:37.122163
user_2,4,56,192.168.1.199,0,6,login,2025-03-18 04:50:37.122163
user_6,18,33,192.168.1.6,2,5,login,2025-03-18 18:56:37.122163
user_1,11,7,192.168.1.94,2,1,login,2025-03-14 11:31:37.122163
user_5,0,81,192.168.1.254,0,1,login,2025-03-22 00:33:37.122163
user_4,12,45,192.168.1.245,2,4,login,2025-04-04 12:37:37.122163
user_7,2,113,192.168.1.109,0,4,login,2025-03-25 02:19:37.122163
user_8,23,105,192.168.1.57,3,6,login,2025-03-23 23:49:37.122163
user_1,7,92,192.168.1.122,4,5,login,2025-04-04 07:09:37.122163
user_1,2,79,192.168.1.24,2,5,login,2025-03-24 02:13:37.123167
user_10,16,87,192.168.1.120,2,6,login,2025-03-13 16:26:37.123167
user_2,4,78,192.168.1.173,2,2,login,2025-04-10 04:53:37.123167
user_8,21,66,192.168.1.160,3,2,login,2025-03-22 21:06:37.123167
user_5,10,72,192.168.1.239,1,4,login,2025-04-02 10:30:37.123167
user_9,11,116,192.168.1.119,3,0,login,2025-03-17 11:46:37.123167
user_8,18,24,192.168.1.104,2,5,login,2025-04-03 18:54:37.123167
user_5,3,45,192.168.1.84,0,2,login,2025-03-24 03:48:37.123167
user_9,7,118,192.168.1.91,4,4,logout,2025-03-16 07:32:37.123167
user_10,14,59,192.168.1.63,1,3,login,2025-04-07 14:46:37.123167
user_1,2,105,192.168.1.197,3,0,login,2025-03-26 02:21:37.123167
user_7,19,106,192.168.1.92,4,4,login,2025-03-20 19:28:37.123167
user_10,13,24,192.168.1.207,2,4,login,2025-03-15 13:43:37.123167
user_9,15,70,192.168.1.238,3,6,login,2025-03-28 15:32:37.124170
user_10,21,114,192.168.1.140,0,4,login,2025-04-11 21:13:37.124170
user_8,9,76,192.168.1.118,0,5,login,2025-04-04 09:43:37.124170
user_6,11,88,192.168.1.172,2,5,login,2025-03-28 11:23:37.124170
user_4,17,78,192.168.1.152,3,2,login,2025-04-05 17:48:37.124170
user_9,20,7,192.168.1.70,4,3,login,2025-03-28 20:37:37.124170
user_8,20,72,192.168.1.168,0,4,login,2025-03-21 20:03:37.124170
user_1,17,41,192.168.1.238,1,1,login,2025-03-15 17:26:37.124170
user_7,8,29,192.168.1.213,3,1,login,2025-03-17 08:27:37.124170
user_1,14,54,192.168.1.154,4,6,login,2025-03-30 14:47:37.124170
user_8,6,51,192.168.1.255,2,5,login,2025-04-02 06:14:37.124170
user_5,16,106,192.168.1.76,3,1,login,2025-04-02 16:40:37.124170
user_7,1,108,192.168.1.76,4,3,login,2025-04-09 01:16:37.124170
user_9,7,30,192.168.1.241,4,3,login,2025-03-26 07:59:37.125171
user_8,4,79,192.168.1.80,3,5,login,2025-04-10 04:51:37.125171
user_1,6,47,192.168.1.5,0,0,login,2025-04-03 06:32:37.125171
user_8,20,43,192.168.1.198,3,0,login,2025-04-04 20:14:37.125171
user_7,1,98,192.168.1.228,4,4,login,2025-04-01 01:49:37.125171
user_5,11,93,192.168.1.161,1,4,login,2025-03-25 11:40:37.125171
user_7,13,76,192.168.1.23,0,5,login,2025-03-26 13:41:37.125171
user_8,7,1,192.168.1.192,1,4,login,2025-03-29 07:46:37.125171
user_5,7,42,192.168.1.194,4,6,logout,2025-03-14 07:45:37.125171
user_4,15,52,192.168.1.54,0,6,login,2025-03-17 15:56:37.125171
user_4,12,96,192.168.1.54,1,3,login,2025-04-08 12:08:37.125171
user_5,23,70,192.168.1.230,0,5,login,2025-03-15 23:25:37.125171
user_9,18,63,192.168.1.24,4,1,logout,2025-03-21 18:05:37.125171
user_5,18,94,192.168.1.214,3,0,login,2025-03-23 18:29:37.126173
user_1,15,55,192.168.1.94,3,1,logout,2025-03-24 15:47:37.126173
user_6,22,109,192.168.1.30,4,6,login,2025-04-10 22:03:37.126173
user_6,18,31,192.168.1.31,1,4,login,2025-03-16 18:34:37.126173
user_10,0,116,192.168.1.231,4,0,login,2025-04-11 00:44:37.126173
user_4,2,8,192.168.1.164,1,6,login,2025-03-26 02:32:37.126173
user_5,15,57,192.168.1.9,3,0,login,2025-03-15 15:07:37.126173
user_4,13,45,192.168.1.25,1,6,login,2025-04-08 13:12:37.126173
user_2,9,113,192.168.1.177,3,4,login,2025-03-14 09:28:37.126173
user_9,7,87,192.168.1.22,4,0,logout,2025-04-01 07:52:37.126173
user_3,11,95,192.168.1.202,1,3,login,2025-04-08 11:37:37.126173
user_9,18,13,192.168.1.135,4,2,login,2025-04-07 18:43:37.126173
user_3,2,19,192.168.1.140,2,2,login,2025-04-05 02:29:37.126173
user_3,8,29,192.168.1.244,2,2,logout,2025-03-30 08:35:37.127175
user_2,7,109,192.168.1.191,0,5,login,2025-03-26 07:52:37.127175
user_7,16,43,192.168.1.192,1,3,login,2025-04-11 16:15:37.127175
user_6,5,106,192.168.1.2,4,5,logout,2025-04-03 05:37:37.127175
user_2,1,56,192.168.1.160,0,0,login,2025-03-19 01:43:37.127175
user_7,22,93,192.168.1.226,0,1,login,2025-04-06 22:57:37.127175
user_5,16,37,192.168.1.51,3,6,login,2025-04-07 16:11:37.127175
user_2,16,79,192.168.1.34,2,3,login,2025-03-28 16:33:37.127175
user_4,23,98,192.168.1.127,0,4,login,2025-04-01 23:01:37.127175
user_2,9,18,192.168.1.166,3,6,login,2025-03-14 09:16:37.127175
user_5,9,54,192.168.1.52,3,4,login,2025-04-08 09:53:37.127175
user_1,5,28,192.168.1.144,1,1,login,2025-04-03 05:46:37.127175
user_8,10,56,192.168.1.180,3,0,login,2025-03-27 10:02:37.127175
user_2,18,42,192.168.1.98,3,3,login,2025-04-08 18:33:37.128177
user_9,8,117,192.168.1.68,3,1,login,2025-04-01 08:35:37.128177
user_2,17,59,192.168.1.137,3,1,login,2025-03-18 17:10:37.128177
